y,z,theta
0.72580645,0.17741935,5.722909408891e-01
0.75806452,0.17741935,5.658354973371e-01
0.79032258,0.17741935,5.593284437935e-01
0.82258065,0.17741935,5.526414251957e-01
0.85483871,0.17741935,5.456091902653e-01
0.88709677,0.17741935,5.380139331351e-01
0.91935484,0.17741935,5.295741418370e-01
0.95161290,0.17741935,5.204994485101e-01
0.98387097,0.17741935,5.112046401882e-01
1.00000000,0.17741935,5.000000000000e-01
0.00000000,0.20967742,1.000000000000e+00
0.01612903,0.20967742,9.301505922989e-01
0.04838710,0.20967742,8.915771162291e-01
0.08064516,0.20967742,8.529835351237e-01
0.11290323,0.20967742,8.206992545507e-01
0.14516129,0.20967742,7.937280431814e-01
0.17741935,0.20967742,7.707250595733e-01
0.20967742,0.20967742,7.507111460007e-01
0.24193548,0.20967742,7.329619122359e-01
0.27419355,0.20967742,7.169568610589e-01
0.30645161,0.20967742,7.023350034938e-01
0.33870968,0.20967742,6.888510826896e-01
0.37096774,0.20967742,6.763373178310e-01
0.40322581,0.20967742,6.646741868129e-01
0.43548387,0.20967742,6.537704786750e-01
0.46774194,0.20967742,6.435508509818e-01
0.50000000,0.20967742,6.339485737702e-01
0.53225806,0.20967742,6.249013492845e-01
0.56451613,0.20967742,6.163487157461e-01
0.59677419,0.20967742,6.082298474849e-01
0.62903226,0.20967742,6.004816572303e-01
0.66129032,0.20967742,5.930359636743e-01
0.69354839,0.20967742,5.858194390637e-01
0.72580645,0.20967742,5.787509271981e-01
0.75806452,0.20967742,5.717552066487e-01
0.79032258,0.20967742,5.646776190237e-01
0.82258065,0.20967742,5.573882101006e-01
0.85483871,0.20967742,5.497061798943e-01
0.88709677,0.20967742,5.413997008361e-01
0.91935484,0.20967742,5.321707999868e-01
0.95161290,0.20967742,5.222670078778e-01
0.98387097,0.20967742,5.121312384882e-01
1.00000000,0.20967742,5.000000000000e-01
0.00000000,0.24193548,1.000000000000e+00
0.01612903,0.24193548,9.336387187123e-01
0.04838710,0.24193548,8.966853294728e-01
0.08064516,0.24193548,8.599373666979e-01
0.11290323,0.24193548,8.290696498702e-01
0.14516129,0.24193548,8.030850568663e-01
0.17741935,0.24193548,7.807067178123e-01
0.20967742,0.24193548,7.610264532306e-01
0.24193548,0.24193548,7.433866546094e-01
0.27419355,0.24193548,7.273239680260e-01
0.30645161,0.24193548,7.125232811408e-01
0.33870968,0.24193548,6.987748951212e-01
0.37096774,0.24193548,6.859381292364e-01
0.40322581,0.24193548,6.739138846254e-01
0.43548387,0.24193548,6.626260680778e-01
0.46774194,0.24193548,6.520101420319e-01
0.50000000,0.24193548,6.420066190924e-01
0.53225806,0.24193548,6.325575028803e-01
0.56451613,0.24193548,6.236042335798e-01
0.59677419,0.24193548,6.150859893447e-01
0.62903226,0.24193548,6.069381450202e-01
0.66129032,0.24193548,5.990900474245e-01
0.69354839,0.24193548,5.914648897571e-01
0.72580645,0.24193548,5.839807150397e-01
0.75806452,0.24193548,5.765524284967e-01
0.79032258,0.24193548,5.690174858817e-01
0.82258065,0.24193548,5.612429949457e-01
0.85483871,0.24193548,5.530363377651e-01
0.88709677,0.24193548,5.441546919796e-01
0.91935484,0.24193548,5.342866828597e-01
0.95161290,0.24193548,5.237098323643e-01
0.98387097,0.24193548,5.128930492468e-01
1.00000000,0.24193548,5.000000000000e-01
0.00000000,0.27419355,1.000000000000e+00
0.01612903,0.27419355,9.359189125766e-01
0.04838710,0.27419355,9.001599303477e-01
0.08064516,0.27419355,8.647711155016e-01
0.11290323,0.27419355,8.350044496306e-01
0.14516129,0.27419355,8.098422373672e-01
